360207	,	760462,NO6020760462,56.734103,-2.6520210
362737	,	741929,NO6273741929,56.567827,-2.6079854
371045	,	757440,NO7104557440,56.707757,-2.4745427
362591	,	764986,NO6259164986,56.774940,-2.6137204
346655	,	751499,NO4665551499,56.652236,-2.8716365
364826	,	741428,NO6482641428,56.563488,-2.5739250
286317.24	,	721263.23,NN8631721263,56.369963,-3.8420676
335664	,	730633,NO3566430633,56.463426,-3.0456787
346619	,	751376,NO4661951376,56.651127,-2.8721980
293727	,	757986,NN9372757986,56.701453,-3.7372043
308335.46	,	723095.85,NO0833523095,56.391200,-3.4863996
338477.08	,	732101.69,NO3847732101,56.476989,-3.0003828
335404	,	730180,NO3540430180,56.459322,-3.0497851
339112	,	730878,NO3911230878,56.466086,-2.9897898
339389	,	730741,NO3938930741,56.464891,-2.9852631
65926	,	797989,NL6592697989,56.952059,-7.4971782
142692	,	934195,NB4269234195,58.221116,-6.3835968
77740	,	855235,NF7774055235,57.472434,-7.3779763
