WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200126,S08000030,,All ages,d,Female,,Planned,,191,146.5,30.4
20200126,S08000030,,All ages,d,Male,,Planned,,160,129.5,23.6
20200126,S08000031,,Under 5,,All,d,Planned,,99,125,-20.8
20200126,S08000031,,5 - 14,,All,d,Planned,,81,75.5,7.3
20200126,S08000031,,15 - 44,,All,d,Planned,,220,267.5,-17.8
20200126,S08000031,,45 - 64,,All,d,Planned,,371,428,-13.3
20200126,S08000031,,65 - 74,,All,d,Planned,,222,257.5,-13.8
20200126,S08000031,,75 - 84,,All,d,Planned,,176,203,-13.3
20200126,S08000031,,85 and over,,All,d,Planned,,86,104,-17.3
20200126,S08000031,,All ages,d,All,d,Planned,,1255,1460.5,-14.1
20200126,S08000031,,All ages,d,Female,,Planned,,657,766.5,-14.3
20200126,S08000031,,All ages,d,Male,,Planned,,570,673.5,-15.4
20200126,S08000032,,Under 5,,All,d,Planned,,86,95.5,-9.9
20200126,S08000032,,15 - 44,,All,d,Planned,,24,36,-33.3
20200126,S08000032,,45 - 64,,All,d,Planned,,45,66,-31.8
20200126,S08000032,,65 - 74,,All,d,Planned,,33,41.5,-20.5
20200126,S08000032,,75 - 84,,All,d,Planned,,34,22,54.5
20200126,S08000032,,85 and over,,All,d,Planned,,9,8,12.5
20200126,S08000032,,All ages,d,All,d,Planned,,233,273.5,-14.8
20200126,S08000032,,All ages,d,Female,,Planned,,75,122,-38.5
20200126,S08000032,,All ages,d,Male,,Planned,,74,108,-31.5
20200126,S92000003,d,Under 5,,All,d,Planned,,272,297,-8.4
20200126,S92000003,d,5 - 14,,All,d,Planned,,163,162,0.6
20200126,S92000003,d,15 - 44,,All,d,Planned,,567,630.5,-10.1
20200126,S92000003,d,45 - 64,,All,d,Planned,,1025,1123.5,-8.8
20200126,S92000003,d,65 - 74,,All,d,Planned,,770,804.5,-4.3
20200126,S92000003,d,75 - 84,,All,d,Planned,,560,592.5,-5.5
20200126,S92000003,d,85 and over,,All,d,Planned,,225,273,-17.6
20200126,S92000003,d,All ages,d,All,d,Planned,,3582,3883,-7.8
20200126,S92000003,d,All ages,d,Female,,Planned,,1807,1960.5,-7.8
20200126,S92000003,d,All ages,d,Male,,Planned,,1645,1848,-11
20200126,NA,NA,15 - 44,,All,d,Planned,,15,18,-16.7
20200126,NA,NA,45 - 64,,All,d,Planned,,82,82,-0
20200126,NA,NA,65 - 74,,All,d,Planned,,59,83.5,-29.3
20200126,NA,NA,75 - 84,,All,d,Planned,,48,47,2.1
20200126,NA,NA,All ages,d,All,d,Planned,,208,236,-11.9
20200126,NA,NA,All ages,d,Female,,Planned,,94,99.5,-5.5
20200126,NA,NA,All ages,d,Male,,Planned,,114,135,-15.6
20200202,S08000015,,Under 5,,All,d,Planned,,13,3,333.3
20200202,S08000015,,15 - 44,,All,d,Planned,,5,9,-44.4
20200202,S08000015,,45 - 64,,All,d,Planned,,32,32,-0
20200202,S08000015,,65 - 74,,All,d,Planned,,22,29.5,-25.4
20200202,S08000015,,75 - 84,,All,d,Planned,,18,15.5,16.1
20200202,S08000015,,All ages,d,All,d,Planned,,95,91,4.4
20200202,S08000015,,All ages,d,Female,,Planned,,46,42.5,8.2
20200202,S08000015,,All ages,d,Male,,Planned,,42,48,-12.5
20200202,S08000016,,45 - 64,,All,d,Planned,,5,6.5,-23.1
20200202,S08000016,,75 - 84,,All,d,Planned,,8,10,-20
20200202,S08000016,,All ages,d,All,d,Planned,,19,32.5,-41.5
20200202,S08000016,,All ages,d,Female,,Planned,,9,16,-43.8
20200202,S08000016,,All ages,d,Male,,Planned,,10,16.5,-39.4
20200202,S08000017,,Under 5,,All,d,Planned,,10,2.5,300
20200202,S08000017,,15 - 44,,All,d,Planned,,6,7.5,-20
20200202,S08000017,,45 - 64,,All,d,Planned,,19,16,18.8
20200202,S08000017,,65 - 74,,All,d,Planned,,14,19.5,-28.2
20200202,S08000017,,75 - 84,,All,d,Planned,,12,22,-45.5
20200202,S08000017,,85 and over,,All,d,Planned,,15,9.5,57.9
20200202,S08000017,,All ages,d,All,d,Planned,,78,80,-2.5
20200202,S08000017,,All ages,d,Female,,Planned,,31,41,-24.4
20200202,S08000017,,All ages,d,Male,,Planned,,39,36.5,6.8
20200202,S08000019,,Under 5,,All,d,Planned,,10,0.5,1900
20200202,S08000019,,5 - 14,,All,d,Planned,,6,1,500
20200202,S08000019,,15 - 44,,All,d,Planned,,61,17.5,248.6
20200202,S08000019,,45 - 64,,All,d,Planned,,89,34.5,158
20200202,S08000019,,65 - 74,,All,d,Planned,,64,34,88.2
20200202,S08000019,,75 - 84,,All,d,Planned,,81,36.5,121.9
20200202,S08000019,,85 and over,,All,d,Planned,,47,28.5,64.9
20200202,S08000019,,All ages,d,All,d,Planned,,358,152.5,134.8
20200202,S08000019,,All ages,d,Female,,Planned,,183,83,120.5
20200202,S08000019,,All ages,d,Male,,Planned,,173,69,150.7
20200202,S08000020,,Under 5,,All,d,Planned,,8,11.5,-30.4
20200202,S08000020,,5 - 14,,All,d,Planned,,11,14,-21.4
20200202,S08000020,,15 - 44,,All,d,Planned,,36,56.5,-36.3
20200202,S08000020,,45 - 64,,All,d,Planned,,83,95.5,-13.1
20200202,S08000020,,65 - 74,,All,d,Planned,,74,69,7.2
20200202,S08000020,,75 - 84,,All,d,Planned,,50,76.5,-34.6
20200202,S08000020,,85 and over,,All,d,Planned,,8,33,-75.8
20200202,S08000020,,All ages,d,All,d,Planned,,270,356,-24.2
20200202,S08000020,,All ages,d,Female,,Planned,,136,186.5,-27.1
20200202,S08000020,,All ages,d,Male,,Planned,,134,169.5,-20.9
20200202,S08000022,,Under 5,,All,d,Planned,,5,8.5,-41.2
20200202,S08000022,,15 - 44,,All,d,Planned,,20,21.5,-7
20200202,S08000022,,45 - 64,,All,d,Planned,,52,40,30
20200202,S08000022,,65 - 74,,All,d,Planned,,36,41.5,-13.3
20200202,S08000022,,75 - 84,,All,d,Planned,,35,35.5,-1.4
20200202,S08000022,,85 and over,,All,d,Planned,,17,12,41.7
20200202,S08000022,,All ages,d,All,d,Planned,,169,162.5,4
20200202,S08000022,,All ages,d,Female,,Planned,,87,85.5,1.8
20200202,S08000022,,All ages,d,Male,,Planned,,80,75,6.7
20200202,S08000024,,Under 5,,All,d,Planned,,37,19.5,89.7
20200202,S08000024,,5 - 14,,All,d,Planned,,41,40.5,1.2
20200202,S08000024,,15 - 44,,All,d,Planned,,112,100,12
20200202,S08000024,,45 - 64,,All,d,Planned,,180,189.5,-5
20200202,S08000024,,65 - 74,,All,d,Planned,,118,121,-2.5
20200202,S08000024,,75 - 84,,All,d,Planned,,67,74.5,-10.1
20200202,S08000024,,85 and over,,All,d,Planned,,15,18.5,-18.9
20200202,S08000024,,All ages,d,All,d,Planned,,570,563.5,1.2
20200202,S08000024,,All ages,d,Female,,Planned,,285,280.5,1.6
20200202,S08000024,,All ages,d,Male,,Planned,,284,282,0.7
20200202,S08000025,,All ages,d,All,d,Planned,,8,6,33.3
20200202,S08000028,,65 - 74,,All,d,Planned,,5,7.5,-33.3
20200202,S08000028,,All ages,d,All,d,Planned,,12,23.5,-48.9
20200202,S08000028,,All ages,d,Female,,Planned,,7,10,-30
20200202,S08000028,,All ages,d,Male,,Planned,,5,13.5,-63
20200202,S08000029,,Under 5,,All,d,Planned,,9,4.5,100
20200202,S08000029,,5 - 14,,All,d,Planned,,5,3,66.7
20200202,S08000029,,15 - 44,,All,d,Planned,,20,19,5.3
20200202,S08000029,,45 - 64,,All,d,Planned,,40,40,-0
20200202,S08000029,,65 - 74,,All,d,Planned,,25,26.5,-5.7
20200202,S08000029,,75 - 84,,All,d,Planned,,23,20.5,12.2
20200202,S08000029,,85 and over,,All,d,Planned,,6,8,-25
20200202,S08000029,,All ages,d,All,d,Planned,,128,121.5,5.3
20200202,S08000029,,All ages,d,Female,,Planned,,59,59,-0
20200202,S08000029,,All ages,d,Male,,Planned,,67,61.5,8.9
20200202,S08000030,,Under 5,,All,d,Planned,,13,7.5,73.3
20200202,S08000030,,5 - 14,,All,d,Planned,,19,16,18.8
20200202,S08000030,,15 - 44,,All,d,Planned,,60,50.5,18.8
20200202,S08000030,,45 - 64,,All,d,Planned,,93,78.5,18.5
20200202,S08000030,,65 - 74,,All,d,Planned,,88,58.5,50.4
20200202,S08000030,,75 - 84,,All,d,Planned,,53,45.5,16.5
20200202,S08000030,,85 and over,,All,d,Planned,,21,10,110
20200202,S08000030,,All ages,d,All,d,Planned,,347,266.5,30.2
20200202,S08000030,,All ages,d,Female,,Planned,,185,133,39.1
20200202,S08000030,,All ages,d,Male,,Planned,,162,133.5,21.3
20200202,S08000031,,Under 5,,All,d,Planned,,98,102.5,-4.4
20200202,S08000031,,5 - 14,,All,d,Planned,,83,78,6.4
20200202,S08000031,,15 - 44,,All,d,Planned,,286,280.5,2
20200202,S08000031,,45 - 64,,All,d,Planned,,425,426.5,-0.4
20200202,S08000031,,65 - 74,,All,d,Planned,,270,276,-2.2
20200202,S08000031,,75 - 84,,All,d,Planned,,199,218,-8.7
20200202,S08000031,,85 and over,,All,d,Planned,,68,106,-35.8
20200202,S08000031,,All ages,d,All,d,Planned,,1429,1487.5,-3.9
20200202,S08000031,,All ages,d,Female,,Planned,,733,776,-5.5
20200202,S08000031,,All ages,d,Male,,Planned,,660,698,-5.4
20200202,S08000032,,Under 5,,All,d,Planned,,97,71.5,35.7
20200202,S08000032,,15 - 44,,All,d,Planned,,21,35.5,-40.8
20200202,S08000032,,45 - 64,,All,d,Planned,,62,68,-8.8
20200202,S08000032,,65 - 74,,All,d,Planned,,29,41,-29.3
20200202,S08000032,,75 - 84,,All,d,Planned,,23,33.5,-31.3
20200202,S08000032,,85 and over,,All,d,Planned,,6,8.5,-29.4
20200202,S08000032,,All ages,d,All,d,Planned,,242,267,-9.4
20200202,S08000032,,All ages,d,Female,,Planned,,91,116.5,-21.9
20200202,S08000032,,All ages,d,Male,,Planned,,56,114.5,-51.1
20200202,S92000003,d,Under 5,,All,d,Planned,,300,232.5,29
20200202,S92000003,d,5 - 14,,All,d,Planned,,178,168,6
20200202,S92000003,d,15 - 44,,All,d,Planned,,642,624,2.9
20200202,S92000003,d,45 - 64,,All,d,Planned,,1163,1118,4
20200202,S92000003,d,65 - 74,,All,d,Planned,,825,793,4
20200202,S92000003,d,75 - 84,,All,d,Planned,,614,640,-4.1
20200202,S92000003,d,85 and over,,All,d,Planned,,216,248.5,-13.1
20200202,S92000003,d,All ages,d,All,d,Planned,,3938,3824,3
20200202,S92000003,d,All ages,d,Female,,Planned,,1935,1930,0.3
20200202,S92000003,d,All ages,d,Male,,Planned,,1850,1837,0.7
20200202,NA,NA,15 - 44,,All,d,Planned,,11,20.5,-46.3
20200202,NA,NA,45 - 64,,All,d,Planned,,77,82.5,-6.7
20200202,NA,NA,65 - 74,,All,d,Planned,,76,58.5,29.9
20200202,NA,NA,75 - 84,,All,d,Planned,,39,43,-9.3
20200202,NA,NA,85 and over,,All,d,Planned,,6,3.5,71.4
20200202,NA,NA,All ages,d,All,d,Planned,,209,208,0.5
20200202,NA,NA,All ages,d,Female,,Planned,,79,93.5,-15.5
20200202,NA,NA,All ages,d,Male,,Planned,,130,114.5,13.5
20200209,S08000015,,15 - 44,,All,d,Planned,,11,11.5,-4.3
20200209,S08000015,,45 - 64,,All,d,Planned,,29,33,-12.1
20200209,S08000015,,65 - 74,,All,d,Planned,,25,34.5,-27.5
20200209,S08000015,,75 - 84,,All,d,Planned,,10,22,-54.5
20200209,S08000015,,85 and over,,All,d,Planned,,5,7.5,-33.3
20200209,S08000015,,All ages,d,All,d,Planned,,85,114.5,-25.8
20200209,S08000015,,All ages,d,Female,,Planned,,36,51.5,-30.1
20200209,S08000015,,All ages,d,Male,,Planned,,46,61,-24.6
20200209,S08000016,,45 - 64,,All,d,Planned,,12,8,50
20200209,S08000016,,65 - 74,,All,d,Planned,,12,9.5,26.3
20200209,S08000016,,75 - 84,,All,d,Planned,,14,16,-12.5
20200209,S08000016,,All ages,d,All,d,Planned,,45,48.5,-7.2
20200209,S08000016,,All ages,d,Female,,Planned,,22,20.5,7.3
20200209,S08000016,,All ages,d,Male,,Planned,,23,28,-17.9
20200209,S08000017,,Under 5,,All,d,Planned,,9,4.5,100
20200209,S08000017,,15 - 44,,All,d,Planned,,9,5.5,63.6
20200209,S08000017,,45 - 64,,All,d,Planned,,19,17,11.8
20200209,S08000017,,65 - 74,,All,d,Planned,,8,23.5,-66
20200209,S08000017,,75 - 84,,All,d,Planned,,17,29,-41.4
20200209,S08000017,,85 and over,,All,d,Planned,,17,16.5,3
20200209,S08000017,,All ages,d,All,d,Planned,,82,98,-16.3
20200209,S08000017,,All ages,d,Female,,Planned,,53,47,12.8
20200209,S08000017,,All ages,d,Male,,Planned,,22,47.5,-53.7
20200209,S08000019,,Under 5,,All,d,Planned,,12,0.5,2300
20200209,S08000019,,5 - 14,,All,d,Planned,,9,2,350
20200209,S08000019,,15 - 44,,All,d,Planned,,45,22,104.5
20200209,S08000019,,45 - 64,,All,d,Planned,,52,30.5,70.5
20200209,S08000019,,65 - 74,,All,d,Planned,,37,32,15.6
20200209,S08000019,,75 - 84,,All,d,Planned,,49,36,36.1
20200209,S08000019,,85 and over,,All,d,Planned,,18,29.5,-39
20200209,S08000019,,All ages,d,All,d,Planned,,222,152.5,45.6
20200209,S08000019,,All ages,d,Female,,Planned,,121,86,40.7
20200209,S08000019,,All ages,d,Male,,Planned,,98,66,48.5
20200209,S08000020,,Under 5,,All,d,Planned,,9,15.5,-41.9
20200209,S08000020,,5 - 14,,All,d,Planned,,14,13.5,3.7
20200209,S08000020,,15 - 44,,All,d,Planned,,42,59.5,-29.4
20200209,S08000020,,45 - 64,,All,d,Planned,,86,110,-21.8
20200209,S08000020,,65 - 74,,All,d,Planned,,55,89,-38.2
20200209,S08000020,,75 - 84,,All,d,Planned,,63,69.5,-9.4
20200209,S08000020,,85 and over,,All,d,Planned,,10,48,-79.2
20200209,S08000020,,All ages,d,All,d,Planned,,279,405,-31.1
20200209,S08000020,,All ages,d,Female,,Planned,,137,206,-33.5
20200209,S08000020,,All ages,d,Male,,Planned,,142,197.5,-28.1
20200209,S08000022,,Under 5,,All,d,Planned,,5,6.5,-23.1
20200209,S08000022,,15 - 44,,All,d,Planned,,23,15.5,48.4
20200209,S08000022,,45 - 64,,All,d,Planned,,54,48,12.5
20200209,S08000022,,65 - 74,,All,d,Planned,,30,34,-11.8
20200209,S08000022,,75 - 84,,All,d,Planned,,42,33.5,25.4
20200209,S08000022,,85 and over,,All,d,Planned,,20,17.5,14.3
20200209,S08000022,,All ages,d,All,d,Planned,,175,158,10.8
20200209,S08000022,,All ages,d,Female,,Planned,,101,87,16.1
20200209,S08000022,,All ages,d,Male,,Planned,,74,71,4.2
20200209,S08000024,,Under 5,,All,d,Planned,,20,28,-28.6
20200209,S08000024,,5 - 14,,All,d,Planned,,42,34.5,21.7
20200209,S08000024,,15 - 44,,All,d,Planned,,113,112,0.9
20200209,S08000024,,45 - 64,,All,d,Planned,,202,198.5,1.8
20200209,S08000024,,65 - 74,,All,d,Planned,,113,125,-9.6
20200209,S08000024,,75 - 84,,All,d,Planned,,75,76.5,-2
20200209,S08000024,,85 and over,,All,d,Planned,,18,17.5,2.9
20200209,S08000024,,All ages,d,All,d,Planned,,583,592,-1.5
20200209,S08000024,,All ages,d,Female,,Planned,,305,301,1.3
20200209,S08000024,,All ages,d,Male,,Planned,,278,289,-3.8
20200209,S08000025,,All ages,d,All,d,Planned,,9,8,12.5
20200209,S08000025,,All ages,d,Female,,Planned,,6,4.5,33.3
20200209,S08000026,,All ages,d,All,d,Planned,,6,4.5,33.3
20200209,S08000028,,All ages,d,All,d,Planned,,6,18,-66.7
20200209,S08000029,,Under 5,,All,d,Planned,,8,8.5,-5.9
20200209,S08000029,,15 - 44,,All,d,Planned,,37,20.5,80.5
20200209,S08000029,,45 - 64,,All,d,Planned,,24,40.5,-40.7
20200209,S08000029,,65 - 74,,All,d,Planned,,21,25,-16
20200209,S08000029,,75 - 84,,All,d,Planned,,18,27,-33.3
20200209,S08000029,,85 and over,,All,d,Planned,,8,10,-20
20200209,S08000029,,All ages,d,All,d,Planned,,120,136,-11.8
20200209,S08000029,,All ages,d,Female,,Planned,,69,71.5,-3.5
20200209,S08000029,,All ages,d,Male,,Planned,,50,61.5,-18.7
20200209,S08000030,,Under 5,,All,d,Planned,,15,6,150
20200209,S08000030,,5 - 14,,All,d,Planned,,10,12.5,-20
20200209,S08000030,,15 - 44,,All,d,Planned,,47,52.5,-10.5
20200209,S08000030,,45 - 64,,All,d,Planned,,82,71,15.5
20200209,S08000030,,65 - 74,,All,d,Planned,,65,64,1.6
20200209,S08000030,,75 - 84,,All,d,Planned,,47,43.5,8
20200209,S08000030,,85 and over,,All,d,Planned,,11,10.5,4.8
20200209,S08000030,,All ages,d,All,d,Planned,,277,260,6.5
20200209,S08000030,,All ages,d,Female,,Planned,,138,142,-2.8
20200209,S08000030,,All ages,d,Male,,Planned,,139,118,17.8
20200209,S08000031,,Under 5,,All,d,Planned,,99,99.5,-0.5
20200209,S08000031,,5 - 14,,All,d,Planned,,88,71.5,23.1
20200209,S08000031,,15 - 44,,All,d,Planned,,287,271,5.9
20200209,S08000031,,45 - 64,,All,d,Planned,,421,440.5,-4.4
20200209,S08000031,,65 - 74,,All,d,Planned,,264,257,2.7
20200209,S08000031,,75 - 84,,All,d,Planned,,182,190.5,-4.5
20200209,S08000031,,85 and over,,All,d,Planned,,89,92,-3.3
20200209,S08000031,,All ages,d,All,d,Planned,,1430,1422,0.6
20200209,S08000031,,All ages,d,Female,,Planned,,744,733.5,1.4
20200209,S08000031,,All ages,d,Male,,Planned,,659,679,-2.9
20200209,S08000032,,Under 5,,All,d,Planned,,89,81,9.9
20200209,S08000032,,15 - 44,,All,d,Planned,,25,25,-0
20200209,S08000032,,45 - 64,,All,d,Planned,,47,60.5,-22.3
20200209,S08000032,,65 - 74,,All,d,Planned,,19,39.5,-51.9
20200209,S08000032,,75 - 84,,All,d,Planned,,20,26,-23.1
20200209,S08000032,,All ages,d,All,d,Planned,,206,245,-15.9
20200209,S08000032,,All ages,d,Female,,Planned,,60,113.5,-47.1
20200209,S08000032,,All ages,d,Male,,Planned,,62,88.5,-29.9
20200209,S92000003,d,Under 5,,All,d,Planned,,270,256.5,5.3
20200209,S92000003,d,5 - 14,,All,d,Planned,,175,151.5,15.5
20200209,S92000003,d,15 - 44,,All,d,Planned,,660,618.5,6.7
20200209,S92000003,d,45 - 64,,All,d,Planned,,1112,1141.5,-2.6
20200209,S92000003,d,65 - 74,,All,d,Planned,,733,813.5,-9.9
20200209,S92000003,d,75 - 84,,All,d,Planned,,567,623.5,-9.1
20200209,S92000003,d,85 and over,,All,d,Planned,,210,272,-22.8
20200209,S92000003,d,All ages,d,All,d,Planned,,3727,3877,-3.9
20200209,S92000003,d,All ages,d,Female,,Planned,,1883,1968.5,-4.3
20200209,S92000003,d,All ages,d,Male,,Planned,,1719,1843.5,-6.8
20200209,NA,NA,15 - 44,,All,d,Planned,,18,19,-5.3
20200209,NA,NA,45 - 64,,All,d,Planned,,76,76,-0
20200209,NA,NA,65 - 74,,All,d,Planned,,75,72,4.2
20200209,NA,NA,75 - 84,,All,d,Planned,,27,44.5,-39.3
20200209,NA,NA,85 and over,,All,d,Planned,,6,3.5,71.4
20200209,NA,NA,All ages,d,All,d,Planned,,202,215,-6
20200209,NA,NA,All ages,d,Female,,Planned,,84,94.5,-11.1
20200209,NA,NA,All ages,d,Male,,Planned,,118,120.5,-2.1
20200216,S08000015,,15 - 44,,All,d,Planned,,11,12,-8.3
20200216,S08000015,,45 - 64,,All,d,Planned,,21,26,-19.2
20200216,S08000015,,65 - 74,,All,d,Planned,,27,28.5,-5.3
20200216,S08000015,,75 - 84,,All,d,Planned,,15,18.5,-18.9
20200216,S08000015,,All ages,d,All,d,Planned,,83,97.5,-14.9
20200216,S08000015,,All ages,d,Female,,Planned,,45,49,-8.2
20200216,S08000015,,All ages,d,Male,,Planned,,38,48.5,-21.6
20200216,S08000016,,45 - 64,,All,d,Planned,,16,7,128.6
20200216,S08000016,,75 - 84,,All,d,Planned,,13,12,8.3
20200216,S08000016,,85 and over,,All,d,Planned,,7,7,-0
20200216,S08000016,,All ages,d,All,d,Planned,,41,36.5,12.3
20200216,S08000016,,All ages,d,Female,,Planned,,23,17.5,31.4
20200216,S08000016,,All ages,d,Male,,Planned,,18,19,-5.3
20200216,S08000017,,Under 5,,All,d,Planned,,5,9.5,-47.4
20200216,S08000017,,15 - 44,,All,d,Planned,,6,5.5,9.1
20200216,S08000017,,45 - 64,,All,d,Planned,,17,19.5,-12.8
20200216,S08000017,,65 - 74,,All,d,Planned,,19,18,5.6
20200216,S08000017,,75 - 84,,All,d,Planned,,28,26,7.7
20200216,S08000017,,85 and over,,All,d,Planned,,12,13,-7.7
20200216,S08000017,,All ages,d,All,d,Planned,,87,94,-7.4
20200216,S08000017,,All ages,d,Female,,Planned,,46,52.5,-12.4
20200216,S08000017,,All ages,d,Male,,Planned,,41,39.5,3.8
20200216,S08000019,,Under 5,,All,d,Planned,,10,0.5,1900
20200216,S08000019,,5 - 14,,All,d,Planned,,13,1,1200
20200216,S08000019,,15 - 44,,All,d,Planned,,37,13.5,174.1
20200216,S08000019,,45 - 64,,All,d,Planned,,57,29,96.6
20200216,S08000019,,65 - 74,,All,d,Planned,,41,36,13.9
20200216,S08000019,,75 - 84,,All,d,Planned,,52,38.5,35.1
20200216,S08000019,,85 and over,,All,d,Planned,,22,32,-31.2
20200216,S08000019,,All ages,d,All,d,Planned,,232,150.5,54.2
20200216,S08000019,,All ages,d,Female,,Planned,,117,81.5,43.6
20200216,S08000019,,All ages,d,Male,,Planned,,115,69,66.7
20200216,S08000020,,Under 5,,All,d,Planned,,13,12.5,4
20200216,S08000020,,5 - 14,,All,d,Planned,,7,15.5,-54.8
20200216,S08000020,,15 - 44,,All,d,Planned,,45,51,-11.8
20200216,S08000020,,45 - 64,,All,d,Planned,,82,95.5,-14.1
20200216,S08000020,,65 - 74,,All,d,Planned,,64,77,-16.9
20200216,S08000020,,75 - 84,,All,d,Planned,,63,63.5,-0.8
20200216,S08000020,,85 and over,,All,d,Planned,,16,26.5,-39.6
20200216,S08000020,,All ages,d,All,d,Planned,,290,341.5,-15.1
20200216,S08000020,,All ages,d,Female,,Planned,,147,167,-12
20200216,S08000020,,All ages,d,Male,,Planned,,143,172,-16.9
20200216,S08000022,,Under 5,,All,d,Planned,,6,4,50
20200216,S08000022,,5 - 14,,All,d,Planned,,5,1,400
20200216,S08000022,,15 - 44,,All,d,Planned,,24,17.5,37.1
20200216,S08000022,,45 - 64,,All,d,Planned,,54,39.5,36.7
20200216,S08000022,,65 - 74,,All,d,Planned,,40,30.5,31.1
20200216,S08000022,,75 - 84,,All,d,Planned,,25,27.5,-9.1
20200216,S08000022,,85 and over,,All,d,Planned,,17,16.5,3
20200216,S08000022,,All ages,d,All,d,Planned,,171,136.5,25.3
20200216,S08000022,,All ages,d,Female,,Planned,,76,76.5,-0.7
20200216,S08000022,,All ages,d,Male,,Planned,,94,60,56.7
20200216,S08000024,,Under 5,,All,d,Planned,,20,22.5,-11.1
20200216,S08000024,,5 - 14,,All,d,Planned,,26,38,-31.6
20200216,S08000024,,15 - 44,,All,d,Planned,,88,106,-17
20200216,S08000024,,45 - 64,,All,d,Planned,,151,154.5,-2.3
20200216,S08000024,,65 - 74,,All,d,Planned,,97,118,-17.8
20200216,S08000024,,75 - 84,,All,d,Planned,,68,66,3
20200216,S08000024,,85 and over,,All,d,Planned,,13,15.5,-16.1
20200216,S08000024,,All ages,d,All,d,Planned,,463,520.5,-11
20200216,S08000024,,All ages,d,Female,,Planned,,244,257.5,-5.2
20200216,S08000024,,All ages,d,Male,,Planned,,218,262.5,-17
20200216,S08000026,,All ages,d,All,d,Planned,,6,1.5,300
20200216,S08000028,,45 - 64,,All,d,Planned,,5,8.5,-41.2
20200216,S08000028,,All ages,d,All,d,Planned,,19,28,-32.1
20200216,S08000028,,All ages,d,Female,,Planned,,7,14,-50
20200216,S08000028,,All ages,d,Male,,Planned,,12,14,-14.3
20200216,S08000029,,5 - 14,,All,d,Planned,,6,4.5,33.3
20200216,S08000029,,15 - 44,,All,d,Planned,,19,17.5,8.6
20200216,S08000029,,45 - 64,,All,d,Planned,,28,44.5,-37.1
20200216,S08000029,,65 - 74,,All,d,Planned,,24,32.5,-26.2
20200216,S08000029,,75 - 84,,All,d,Planned,,17,27,-37
20200216,S08000029,,85 and over,,All,d,Planned,,6,7.5,-20
20200216,S08000029,,All ages,d,All,d,Planned,,104,138.5,-24.9
20200216,S08000029,,All ages,d,Female,,Planned,,56,70,-20
20200216,S08000029,,All ages,d,Male,,Planned,,46,68,-32.4
20200216,S08000030,,Under 5,,All,d,Planned,,10,4.5,122.2
20200216,S08000030,,5 - 14,,All,d,Planned,,20,13,53.8
20200216,S08000030,,15 - 44,,All,d,Planned,,55,59,-6.8
20200216,S08000030,,45 - 64,,All,d,Planned,,77,85.5,-9.9
20200216,S08000030,,65 - 74,,All,d,Planned,,59,60.5,-2.5
20200216,S08000030,,75 - 84,,All,d,Planned,,59,37,59.5
20200216,S08000030,,85 and over,,All,d,Planned,,8,8,-0
20200216,S08000030,,All ages,d,All,d,Planned,,288,267.5,7.7
20200216,S08000030,,All ages,d,Female,,Planned,,158,150.5,5
20200216,S08000030,,All ages,d,Male,,Planned,,130,117,11.1
20200216,S08000031,,Under 5,,All,d,Planned,,101,114.5,-11.8
20200216,S08000031,,5 - 14,,All,d,Planned,,94,63,49.2
20200216,S08000031,,15 - 44,,All,d,Planned,,228,280,-18.6
20200216,S08000031,,45 - 64,,All,d,Planned,,446,406.5,9.7
20200216,S08000031,,65 - 74,,All,d,Planned,,240,235.5,1.9
20200216,S08000031,,75 - 84,,All,d,Planned,,201,198.5,1.3
20200216,S08000031,,85 and over,,All,d,Planned,,94,100.5,-6.5
20200216,S08000031,,All ages,d,All,d,Planned,,1404,1398.5,0.4
20200216,S08000031,,All ages,d,Female,,Planned,,716,744,-3.8
20200216,S08000031,,All ages,d,Male,,Planned,,681,648,5.1
20200216,S08000032,,Under 5,,All,d,Planned,,84,82,2.4
20200216,S08000032,,15 - 44,,All,d,Planned,,14,31,-54.8
20200216,S08000032,,45 - 64,,All,d,Planned,,37,50.5,-26.7
20200216,S08000032,,65 - 74,,All,d,Planned,,34,35,-2.9
20200216,S08000032,,75 - 84,,All,d,Planned,,19,33,-42.4
20200216,S08000032,,85 and over,,All,d,Planned,,8,7.5,6.7
20200216,S08000032,,All ages,d,All,d,Planned,,198,242,-18.2
20200216,S08000032,,All ages,d,Female,,Planned,,80,130,-38.5
20200216,S08000032,,All ages,d,Male,,Planned,,98,103,-4.9
20200216,S92000003,d,Under 5,,All,d,Planned,,257,262,-1.9
20200216,S92000003,d,5 - 14,,All,d,Planned,,175,144,21.5
20200216,S92000003,d,15 - 44,,All,d,Planned,,541,615,-12
20200216,S92000003,d,45 - 64,,All,d,Planned,,1064,1050,1.3
20200216,S92000003,d,65 - 74,,All,d,Planned,,719,763.5,-5.8
20200216,S92000003,d,75 - 84,,All,d,Planned,,605,593,2
20200216,S92000003,d,85 and over,,All,d,Planned,,211,245,-13.9
20200216,S92000003,d,All ages,d,All,d,Planned,,3572,3672.5,-2.7
20200216,S92000003,d,All ages,d,Female,,Planned,,1806,1898,-4.8
20200216,S92000003,d,All ages,d,Male,,Planned,,1735,1753,-1
