WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200216,S08000024,,15 - 44,,All,d,All,d,446,424.5,5.1
20200216,S08000024,,45 - 64,,All,d,All,d,561,525,6.9
20200216,S08000024,,65 - 74,,All,d,All,d,396,388.5,1.9
20200216,S08000024,,75 - 84,,All,d,All,d,386,358,7.8
20200216,S08000024,,85 and over,,All,d,All,d,219,204,7.4
20200216,S08000024,,All ages,d,All,d,All,d,2224,2127.5,4.5
20200216,S08000024,,All ages,d,Female,,All,d,1167,1087,7.4
20200216,S08000024,,All ages,d,Male,,All,d,1025,1027,-0.2
20200216,S08000025,,15 - 44,,All,d,All,d,5,6.5,-23.1
20200216,S08000025,,45 - 64,,All,d,All,d,6,10,-40
20200216,S08000025,,75 - 84,,All,d,All,d,8,5,60
20200216,S08000025,,85 and over,,All,d,All,d,6,6.5,-7.7
20200216,S08000025,,All ages,d,All,d,All,d,29,37.5,-22.7
20200216,S08000025,,All ages,d,Female,,All,d,16,18.5,-13.5
20200216,S08000025,,All ages,d,Male,,All,d,13,18,-27.8
20200216,S08000026,,15 - 44,,All,d,All,d,5,6,-16.7
20200216,S08000026,,45 - 64,,All,d,All,d,9,10.5,-14.3
20200216,S08000026,,65 - 74,,All,d,All,d,12,9,33.3
20200216,S08000026,,85 and over,,All,d,All,d,8,5,60
20200216,S08000026,,All ages,d,All,d,All,d,42,40,5
20200216,S08000026,,All ages,d,Female,,All,d,23,17,35.3
20200216,S08000026,,All ages,d,Male,,All,d,19,21.5,-11.6
20200216,S08000028,,15 - 44,,All,d,All,d,12,11.5,4.3
20200216,S08000028,,45 - 64,,All,d,All,d,17,25.5,-33.3
20200216,S08000028,,65 - 74,,All,d,All,d,13,23,-43.5
20200216,S08000028,,75 - 84,,All,d,All,d,17,17.5,-2.9
20200216,S08000028,,85 and over,,All,d,All,d,9,8.5,5.9
20200216,S08000028,,All ages,d,All,d,All,d,74,90,-17.8
20200216,S08000028,,All ages,d,Female,,All,d,32,47,-31.9
20200216,S08000028,,All ages,d,Male,,All,d,41,42.5,-3.5
20200216,S08000029,,Under 5,,All,d,All,d,56,66.5,-15.8
20200216,S08000029,,5 - 14,,All,d,All,d,28,35,-20
20200216,S08000029,,15 - 44,,All,d,All,d,173,186.5,-7.2
20200216,S08000029,,45 - 64,,All,d,All,d,202,223.5,-9.6
20200216,S08000029,,65 - 74,,All,d,All,d,151,171.5,-12
20200216,S08000029,,75 - 84,,All,d,All,d,174,181.5,-4.1
20200216,S08000029,,85 and over,,All,d,All,d,118,103.5,14
20200216,S08000029,,All ages,d,All,d,All,d,902,968,-6.8
20200216,S08000029,,All ages,d,Female,,All,d,491,506.5,-3.1
20200216,S08000029,,All ages,d,Male,,All,d,405,458,-11.6
20200216,S08000030,,Under 5,,All,d,All,d,74,98,-24.5
20200216,S08000030,,5 - 14,,All,d,All,d,72,60,20
20200216,S08000030,,15 - 44,,All,d,All,d,240,250,-4
20200216,S08000030,,45 - 64,,All,d,All,d,274,295,-7.1
20200216,S08000030,,65 - 74,,All,d,All,d,215,224.5,-4.2
20200216,S08000030,,75 - 84,,All,d,All,d,231,213.5,8.2
20200216,S08000030,,85 and over,,All,d,All,d,149,142.5,4.6
20200216,S08000030,,All ages,d,All,d,All,d,1255,1283.5,-2.2
20200216,S08000030,,All ages,d,Female,,All,d,647,677,-4.4
20200216,S08000030,,All ages,d,Male,,All,d,602,604.5,-0.4
20200216,S08000031,,Under 5,,All,d,All,d,253,285.5,-11.4
20200216,S08000031,,5 - 14,,All,d,All,d,176,145.5,21
20200216,S08000031,,15 - 44,,All,d,All,d,818,840.5,-2.7
20200216,S08000031,,45 - 64,,All,d,All,d,1132,1120.5,1
20200216,S08000031,,65 - 74,,All,d,All,d,654,641.5,1.9
20200216,S08000031,,75 - 84,,All,d,All,d,616,689.5,-10.7
20200216,S08000031,,85 and over,,All,d,All,d,413,409,1
20200216,S08000031,,All ages,d,All,d,All,d,4062,4132,-1.7
20200216,S08000031,,All ages,d,Female,,All,d,2115,2202.5,-4
20200216,S08000031,,All ages,d,Male,,All,d,1923,1915.5,0.4
20200216,S08000032,,Under 5,,All,d,All,d,155,197,-21.3
20200216,S08000032,,5 - 14,,All,d,All,d,44,49.5,-11.1
20200216,S08000032,,15 - 44,,All,d,All,d,353,354,-0.3
20200216,S08000032,,45 - 64,,All,d,All,d,410,462,-11.3
20200216,S08000032,,65 - 74,,All,d,All,d,293,287.5,1.9
20200216,S08000032,,75 - 84,,All,d,All,d,273,269,1.5
20200216,S08000032,,85 and over,,All,d,All,d,116,147.5,-21.4
20200216,S08000032,,All ages,d,All,d,All,d,1644,1766.5,-6.9
20200216,S08000032,,All ages,d,Female,,All,d,846,953.5,-11.3
20200216,S08000032,,All ages,d,Male,,All,d,771,796,-3.1
20200216,S92000003,d,Under 5,,All,d,All,d,1048,1199,-12.6
20200216,S92000003,d,5 - 14,,All,d,All,d,587,581.5,0.9
20200216,S92000003,d,15 - 44,,All,d,All,d,2934,2936,-0.1
20200216,S92000003,d,45 - 64,,All,d,All,d,3808,3930.5,-3.1
20200216,S92000003,d,65 - 74,,All,d,All,d,2611,2684.5,-2.7
20200216,S92000003,d,75 - 84,,All,d,All,d,2630,2722.5,-3.4
20200216,S92000003,d,85 and over,,All,d,All,d,1548,1590.5,-2.7
20200216,S92000003,d,All ages,d,All,d,All,d,15166,15644.5,-3.1
20200216,S92000003,d,All ages,d,Female,,All,d,7840,8172,-4.1
20200216,S92000003,d,All ages,d,Male,,All,d,7194,7381.5,-2.5
20200216,NA,NA,15 - 44,,All,d,All,d,8,19,-57.9
20200216,NA,NA,45 - 64,,All,d,All,d,76,88,-13.6
20200216,NA,NA,65 - 74,,All,d,All,d,67,73.5,-8.8
20200216,NA,NA,75 - 84,,All,d,All,d,41,40,2.5
20200216,NA,NA,All ages,d,All,d,All,d,195,226,-13.7
20200216,NA,NA,All ages,d,Female,,All,d,90,84.5,6.5
20200216,NA,NA,All ages,d,Male,,All,d,104,140.5,-26
20200223,S08000015,,Under 5,,All,d,All,d,80,92.5,-13.5
20200223,S08000015,,5 - 14,,All,d,All,d,51,50,2
20200223,S08000015,,15 - 44,,All,d,All,d,180,203,-11.3
20200223,S08000015,,45 - 64,,All,d,All,d,278,291.5,-4.6
20200223,S08000015,,65 - 74,,All,d,All,d,187,224.5,-16.7
20200223,S08000015,,75 - 84,,All,d,All,d,198,208.5,-5
20200223,S08000015,,85 and over,,All,d,All,d,96,100,-4
20200223,S08000015,,All ages,d,All,d,All,d,1070,1170,-8.5
20200223,S08000015,,All ages,d,Female,,All,d,555,618,-10.2
20200223,S08000015,,All ages,d,Male,,All,d,504,548,-8
20200223,S08000016,,Under 5,,All,d,All,d,17,22,-22.7
20200223,S08000016,,5 - 14,,All,d,All,d,12,15,-20
20200223,S08000016,,15 - 44,,All,d,All,d,34,31.5,7.9
20200223,S08000016,,45 - 64,,All,d,All,d,50,48,4.2
20200223,S08000016,,65 - 74,,All,d,All,d,42,46.5,-9.7
20200223,S08000016,,75 - 84,,All,d,All,d,53,53,-0
20200223,S08000016,,85 and over,,All,d,All,d,47,41.5,13.3
20200223,S08000016,,All ages,d,All,d,All,d,255,257.5,-1
20200223,S08000016,,All ages,d,Female,,All,d,112,135,-17
20200223,S08000016,,All ages,d,Male,,All,d,136,120.5,12.9
20200223,S08000017,,Under 5,,All,d,All,d,31,42,-26.2
20200223,S08000017,,5 - 14,,All,d,All,d,19,19,-0
20200223,S08000017,,15 - 44,,All,d,All,d,48,59,-18.6
20200223,S08000017,,45 - 64,,All,d,All,d,89,92,-3.3
20200223,S08000017,,65 - 74,,All,d,All,d,92,71.5,28.7
20200223,S08000017,,75 - 84,,All,d,All,d,85,94.5,-10.1
20200223,S08000017,,85 and over,,All,d,All,d,61,60.5,0.8
20200223,S08000017,,All ages,d,All,d,All,d,425,438.5,-3.1
20200223,S08000017,,All ages,d,Female,,All,d,228,230,-0.9
20200223,S08000017,,All ages,d,Male,,All,d,190,204,-6.9
20200223,S08000019,,Under 5,,All,d,All,d,70,57.5,21.7
20200223,S08000019,,5 - 14,,All,d,All,d,34,33,3
20200223,S08000019,,15 - 44,,All,d,All,d,151,178,-15.2
20200223,S08000019,,45 - 64,,All,d,All,d,175,234,-25.2
20200223,S08000019,,65 - 74,,All,d,All,d,135,178,-24.2
20200223,S08000019,,75 - 84,,All,d,All,d,113,212,-46.7
20200223,S08000019,,85 and over,,All,d,All,d,71,128.5,-44.7
20200223,S08000019,,All ages,d,All,d,All,d,749,1021,-26.6
20200223,S08000019,,All ages,d,Female,,All,d,423,529,-20
20200223,S08000019,,All ages,d,Male,,All,d,319,487.5,-34.6
20200223,S08000020,,Under 5,,All,d,All,d,96,85,12.9
20200223,S08000020,,5 - 14,,All,d,All,d,71,69.5,2.2
20200223,S08000020,,15 - 44,,All,d,All,d,245,246,-0.4
20200223,S08000020,,45 - 64,,All,d,All,d,301,332,-9.3
20200223,S08000020,,65 - 74,,All,d,All,d,247,226.5,9.1
20200223,S08000020,,75 - 84,,All,d,All,d,227,230,-1.3
20200223,S08000020,,85 and over,,All,d,All,d,153,150,2
20200223,S08000020,,All ages,d,All,d,All,d,1340,1339,0.1
20200223,S08000020,,All ages,d,Female,,All,d,674,697,-3.3
20200223,S08000020,,All ages,d,Male,,All,d,659,634,3.9
20200223,S08000022,,Under 5,,All,d,All,d,61,60.5,0.8
20200223,S08000022,,5 - 14,,All,d,All,d,27,26,3.8
20200223,S08000022,,15 - 44,,All,d,All,d,151,134,12.7
20200223,S08000022,,45 - 64,,All,d,All,d,195,181.5,7.4
20200223,S08000022,,65 - 74,,All,d,All,d,146,144,1.4
20200223,S08000022,,75 - 84,,All,d,All,d,117,145.5,-19.6
20200223,S08000022,,85 and over,,All,d,All,d,90,103,-12.6
20200223,S08000022,,All ages,d,All,d,All,d,787,794.5,-0.9
20200223,S08000022,,All ages,d,Female,,All,d,406,414.5,-2.1
20200223,S08000022,,All ages,d,Male,,All,d,358,364,-1.6
20200223,S08000024,,Under 5,,All,d,All,d,152,138,10.1
20200223,S08000024,,5 - 14,,All,d,All,d,100,88.5,13
20200223,S08000024,,15 - 44,,All,d,All,d,501,431,16.2
20200223,S08000024,,45 - 64,,All,d,All,d,595,604.5,-1.6
20200223,S08000024,,65 - 74,,All,d,All,d,416,359,15.9
20200223,S08000024,,75 - 84,,All,d,All,d,376,341.5,10.1
20200223,S08000024,,85 and over,,All,d,All,d,222,191.5,15.9
20200223,S08000024,,All ages,d,All,d,All,d,2362,2154,9.7
20200223,S08000024,,All ages,d,Female,,All,d,1221,1093.5,11.7
20200223,S08000024,,All ages,d,Male,,All,d,1112,1036,7.3
20200223,S08000025,,15 - 44,,All,d,All,d,10,6,66.7
20200223,S08000025,,45 - 64,,All,d,All,d,15,9,66.7
20200223,S08000025,,75 - 84,,All,d,All,d,9,7,28.6
20200223,S08000025,,85 and over,,All,d,All,d,5,4,25
20200223,S08000025,,All ages,d,All,d,All,d,46,36,27.8
20200223,S08000025,,All ages,d,Female,,All,d,22,17.5,25.7
20200223,S08000025,,All ages,d,Male,,All,d,24,18.5,29.7
20200223,S08000026,,15 - 44,,All,d,All,d,12,7,71.4
20200223,S08000026,,45 - 64,,All,d,All,d,6,8,-25
20200223,S08000026,,65 - 74,,All,d,All,d,6,8.5,-29.4
20200223,S08000026,,75 - 84,,All,d,All,d,6,6.5,-7.7
20200223,S08000026,,85 and over,,All,d,All,d,5,6.5,-23.1
20200223,S08000026,,All ages,d,All,d,All,d,36,37,-2.7
20200223,S08000026,,All ages,d,Female,,All,d,19,20,-5
20200223,S08000026,,All ages,d,Male,,All,d,17,15,13.3
20200223,S08000028,,15 - 44,,All,d,All,d,11,11,-0
20200223,S08000028,,45 - 64,,All,d,All,d,18,21.5,-16.3
20200223,S08000028,,65 - 74,,All,d,All,d,17,19.5,-12.8
20200223,S08000028,,75 - 84,,All,d,All,d,22,24,-8.3
20200223,S08000028,,85 and over,,All,d,All,d,14,10.5,33.3
20200223,S08000028,,All ages,d,All,d,All,d,85,90,-5.6
20200223,S08000028,,All ages,d,Female,,All,d,45,49.5,-9.1
20200223,S08000028,,All ages,d,Male,,All,d,40,40,-0
20200223,S08000029,,Under 5,,All,d,All,d,83,73.5,12.9
20200223,S08000029,,5 - 14,,All,d,All,d,24,32.5,-26.2
20200223,S08000029,,15 - 44,,All,d,All,d,177,203,-12.8
20200223,S08000029,,45 - 64,,All,d,All,d,234,217.5,7.6
20200223,S08000029,,65 - 74,,All,d,All,d,151,172.5,-12.5
20200223,S08000029,,75 - 84,,All,d,All,d,165,165,-0
20200223,S08000029,,85 and over,,All,d,All,d,136,116,17.2
20200223,S08000029,,All ages,d,All,d,All,d,970,980,-1
20200223,S08000029,,All ages,d,Female,,All,d,524,513.5,2
20200223,S08000029,,All ages,d,Male,,All,d,436,460.5,-5.3
20200223,S08000030,,Under 5,,All,d,All,d,75,86.5,-13.3
20200223,S08000030,,5 - 14,,All,d,All,d,53,51.5,2.9
20200223,S08000030,,15 - 44,,All,d,All,d,250,239,4.6
20200223,S08000030,,45 - 64,,All,d,All,d,310,274,13.1
20200223,S08000030,,65 - 74,,All,d,All,d,230,214,7.5
20200223,S08000030,,75 - 84,,All,d,All,d,219,236,-7.2
20200223,S08000030,,85 and over,,All,d,All,d,159,147,8.2
20200223,S08000030,,All ages,d,All,d,All,d,1296,1248,3.8
20200223,S08000030,,All ages,d,Female,,All,d,671,615.5,9
20200223,S08000030,,All ages,d,Male,,All,d,614,630,-2.5
20200223,S08000031,,Under 5,,All,d,All,d,261,285,-8.4
20200223,S08000031,,5 - 14,,All,d,All,d,204,178,14.6
20200223,S08000031,,15 - 44,,All,d,All,d,858,914.5,-6.2
20200223,S08000031,,45 - 64,,All,d,All,d,1187,1130.5,5
20200223,S08000031,,65 - 74,,All,d,All,d,667,698.5,-4.5
20200223,S08000031,,75 - 84,,All,d,All,d,668,655,2
20200223,S08000031,,85 and over,,All,d,All,d,392,376.5,4.1
20200223,S08000031,,All ages,d,All,d,All,d,4237,4238,-0
20200223,S08000031,,All ages,d,Female,,All,d,2231,2152,3.7
20200223,S08000031,,All ages,d,Male,,All,d,1954,2049.5,-4.7
20200223,S08000032,,Under 5,,All,d,All,d,133,190.5,-30.2
20200223,S08000032,,5 - 14,,All,d,All,d,49,73.5,-33.3
20200223,S08000032,,15 - 44,,All,d,All,d,361,387,-6.7
20200223,S08000032,,45 - 64,,All,d,All,d,460,475.5,-3.3
20200223,S08000032,,65 - 74,,All,d,All,d,267,289,-7.6
20200223,S08000032,,75 - 84,,All,d,All,d,281,295,-4.7
20200223,S08000032,,85 and over,,All,d,All,d,149,134,11.2
20200223,S08000032,,All ages,d,All,d,All,d,1700,1844.5,-7.8
20200223,S08000032,,All ages,d,Female,,All,d,884,944.5,-6.4
20200223,S08000032,,All ages,d,Male,,All,d,740,845,-12.4
20200223,S92000003,d,Under 5,,All,d,All,d,1064,1136,-6.3
20200223,S92000003,d,5 - 14,,All,d,All,d,647,638.5,1.3
20200223,S92000003,d,15 - 44,,All,d,All,d,3014,3076.5,-2
20200223,S92000003,d,45 - 64,,All,d,All,d,3982,4015,-0.8
20200223,S92000003,d,65 - 74,,All,d,All,d,2670,2734.5,-2.4
20200223,S92000003,d,75 - 84,,All,d,All,d,2585,2717.5,-4.9
20200223,S92000003,d,85 and over,,All,d,All,d,1604,1573.5,1.9
20200223,S92000003,d,All ages,d,All,d,All,d,15566,15891.5,-2
20200223,S92000003,d,All ages,d,Female,,All,d,8091,8138,-0.6
20200223,S92000003,d,All ages,d,Male,,All,d,7235,7587,-4.6
20200223,NA,NA,15 - 44,,All,d,All,d,25,26.5,-5.7
20200223,NA,NA,45 - 64,,All,d,All,d,69,95.5,-27.7
20200223,NA,NA,65 - 74,,All,d,All,d,64,73.5,-12.9
20200223,NA,NA,75 - 84,,All,d,All,d,46,44,4.5
20200223,NA,NA,All ages,d,All,d,All,d,208,243.5,-14.6
20200223,NA,NA,All ages,d,Female,,All,d,76,108.5,-30
20200223,NA,NA,All ages,d,Male,,All,d,132,134.5,-1.9
20200301,S08000015,,Under 5,,All,d,All,d,84,113.5,-26
20200301,S08000015,,5 - 14,,All,d,All,d,37,57,-35.1
20200301,S08000015,,15 - 44,,All,d,All,d,200,205.5,-2.7
20200301,S08000015,,45 - 64,,All,d,All,d,283,286.5,-1.2
20200301,S08000015,,65 - 74,,All,d,All,d,185,209,-11.5
20200301,S08000015,,75 - 84,,All,d,All,d,190,202.5,-6.2
20200301,S08000015,,85 and over,,All,d,All,d,105,92.5,13.5
20200301,S08000015,,All ages,d,All,d,All,d,1084,1166.5,-7.1
20200301,S08000015,,All ages,d,Female,,All,d,569,589,-3.4
20200301,S08000015,,All ages,d,Male,,All,d,511,566.5,-9.8
20200301,S08000016,,Under 5,,All,d,All,d,28,21,33.3
20200301,S08000016,,5 - 14,,All,d,All,d,12,12,-0
20200301,S08000016,,15 - 44,,All,d,All,d,32,27,18.5
20200301,S08000016,,45 - 64,,All,d,All,d,57,37,54.1
20200301,S08000016,,65 - 74,,All,d,All,d,46,45,2.2
20200301,S08000016,,75 - 84,,All,d,All,d,44,56,-21.4
20200301,S08000016,,85 and over,,All,d,All,d,51,38.5,32.5
20200301,S08000016,,All ages,d,All,d,All,d,270,236.5,14.2
20200301,S08000016,,All ages,d,Female,,All,d,135,125,8
20200301,S08000016,,All ages,d,Male,,All,d,133,110,20.9
20200301,S08000017,,Under 5,,All,d,All,d,22,38,-42.1
20200301,S08000017,,5 - 14,,All,d,All,d,19,17,11.8
20200301,S08000017,,15 - 44,,All,d,All,d,71,57.5,23.5
20200301,S08000017,,45 - 64,,All,d,All,d,92,71,29.6
20200301,S08000017,,65 - 74,,All,d,All,d,82,78,5.1
20200301,S08000017,,75 - 84,,All,d,All,d,92,86,7
20200301,S08000017,,85 and over,,All,d,All,d,53,60,-11.7
20200301,S08000017,,All ages,d,All,d,All,d,431,407.5,5.8
20200301,S08000017,,All ages,d,Female,,All,d,220,214,2.8
20200301,S08000017,,All ages,d,Male,,All,d,204,191,6.8
20200301,S08000019,,Under 5,,All,d,All,d,58,55,5.5
20200301,S08000019,,5 - 14,,All,d,All,d,48,36.5,31.5
20200301,S08000019,,15 - 44,,All,d,All,d,148,169.5,-12.7
20200301,S08000019,,45 - 64,,All,d,All,d,191,208.5,-8.4
20200301,S08000019,,65 - 74,,All,d,All,d,110,128,-14.1
20200301,S08000019,,75 - 84,,All,d,All,d,149,213,-30
20200301,S08000019,,85 and over,,All,d,All,d,79,116.5,-32.2
20200301,S08000019,,All ages,d,All,d,All,d,783,927,-15.5
20200301,S08000019,,All ages,d,Female,,All,d,410,486.5,-15.7
20200301,S08000019,,All ages,d,Male,,All,d,370,437,-15.3
20200301,S08000020,,Under 5,,All,d,All,d,83,95,-12.6
20200301,S08000020,,5 - 14,,All,d,All,d,69,55.5,24.3
20200301,S08000020,,15 - 44,,All,d,All,d,262,239,9.6
20200301,S08000020,,45 - 64,,All,d,All,d,307,321,-4.4
20200301,S08000020,,65 - 74,,All,d,All,d,257,237.5,8.2
20200301,S08000020,,75 - 84,,All,d,All,d,219,224.5,-2.4
20200301,S08000020,,85 and over,,All,d,All,d,130,139,-6.5
20200301,S08000020,,All ages,d,All,d,All,d,1327,1311.5,1.2
20200301,S08000020,,All ages,d,Female,,All,d,667,656,1.7
20200301,S08000020,,All ages,d,Male,,All,d,642,644,-0.3
20200301,S08000022,,Under 5,,All,d,All,d,54,50.5,6.9
20200301,S08000022,,5 - 14,,All,d,All,d,33,25,32
20200301,S08000022,,15 - 44,,All,d,All,d,149,144.5,3.1
20200301,S08000022,,45 - 64,,All,d,All,d,170,186,-8.6
20200301,S08000022,,65 - 74,,All,d,All,d,128,149,-14.1
20200301,S08000022,,75 - 84,,All,d,All,d,158,157,0.6
20200301,S08000022,,85 and over,,All,d,All,d,93,80,16.2
20200301,S08000022,,All ages,d,All,d,All,d,785,792,-0.9
20200301,S08000022,,All ages,d,Female,,All,d,397,422.5,-6
20200301,S08000022,,All ages,d,Male,,All,d,376,357,5.3
20200301,S08000024,,Under 5,,All,d,All,d,155,120.5,28.6
20200301,S08000024,,5 - 14,,All,d,All,d,117,109,7.3
20200301,S08000024,,15 - 44,,All,d,All,d,540,418.5,29
20200301,S08000024,,45 - 64,,All,d,All,d,616,515.5,19.5
20200301,S08000024,,65 - 74,,All,d,All,d,410,341.5,20.1
20200301,S08000024,,75 - 84,,All,d,All,d,365,319.5,14.2
20200301,S08000024,,85 and over,,All,d,All,d,228,214,6.5
20200301,S08000024,,All ages,d,All,d,All,d,2431,2038.5,19.3
20200301,S08000024,,All ages,d,Female,,All,d,1231,1059,16.2
20200301,S08000024,,All ages,d,Male,,All,d,1171,961,21.9
20200301,S08000025,,45 - 64,,All,d,All,d,18,10.5,71.4
20200301,S08000025,,75 - 84,,All,d,All,d,6,7,-14.3
20200301,S08000025,,85 and over,,All,d,All,d,6,6,-0
20200301,S08000025,,All ages,d,All,d,All,d,41,36.5,12.3
20200301,S08000025,,All ages,d,Female,,All,d,23,19.5,17.9
20200301,S08000025,,All ages,d,Male,,All,d,18,15.5,16.1
20200301,S08000026,,15 - 44,,All,d,All,d,13,4,225
20200301,S08000026,,45 - 64,,All,d,All,d,6,13.5,-55.6
20200301,S08000026,,65 - 74,,All,d,All,d,7,7.5,-6.7
20200301,S08000026,,75 - 84,,All,d,All,d,6,10,-40
20200301,S08000026,,85 and over,,All,d,All,d,6,4,50
20200301,S08000026,,All ages,d,All,d,All,d,39,40,-2.5
20200301,S08000026,,All ages,d,Female,,All,d,14,17.5,-20
20200301,S08000026,,All ages,d,Male,,All,d,24,21.5,11.6
20200301,S08000028,,15 - 44,,All,d,All,d,9,7.5,20
20200301,S08000028,,45 - 64,,All,d,All,d,11,23,-52.2
20200301,S08000028,,65 - 74,,All,d,All,d,16,14,14.3
20200301,S08000028,,75 - 84,,All,d,All,d,18,19.5,-7.7
20200301,S08000028,,85 and over,,All,d,All,d,15,10,50
20200301,S08000028,,All ages,d,All,d,All,d,72,77,-6.5
20200301,S08000028,,All ages,d,Female,,All,d,38,38,-0
20200301,S08000028,,All ages,d,Male,,All,d,34,38.5,-11.7
20200301,S08000029,,Under 5,,All,d,All,d,69,64.5,7
20200301,S08000029,,5 - 14,,All,d,All,d,50,27,85.2
20200301,S08000029,,15 - 44,,All,d,All,d,180,167.5,7.5
20200301,S08000029,,45 - 64,,All,d,All,d,208,200,4
20200301,S08000029,,65 - 74,,All,d,All,d,184,157.5,16.8
20200301,S08000029,,75 - 84,,All,d,All,d,141,153.5,-8.1
20200301,S08000029,,85 and over,,All,d,All,d,107,91.5,16.9
20200301,S08000029,,All ages,d,All,d,All,d,939,861.5,9
20200301,S08000029,,All ages,d,Female,,All,d,483,444,8.8
20200301,S08000029,,All ages,d,Male,,All,d,447,412.5,8.4
20200301,S08000030,,Under 5,,All,d,All,d,90,72.5,24.1
20200301,S08000030,,5 - 14,,All,d,All,d,54,49,10.2
20200301,S08000030,,15 - 44,,All,d,All,d,245,235.5,4
20200301,S08000030,,45 - 64,,All,d,All,d,293,267.5,9.5
20200301,S08000030,,65 - 74,,All,d,All,d,211,193.5,9
20200301,S08000030,,75 - 84,,All,d,All,d,247,208,18.8
20200301,S08000030,,85 and over,,All,d,All,d,160,154,3.9
20200301,S08000030,,All ages,d,All,d,All,d,1300,1180,10.2
20200301,S08000030,,All ages,d,Female,,All,d,663,601,10.3
20200301,S08000030,,All ages,d,Male,,All,d,628,575,9.2
20200301,S08000031,,Under 5,,All,d,All,d,286,247,15.8
20200301,S08000031,,5 - 14,,All,d,All,d,190,159,19.5
20200301,S08000031,,15 - 44,,All,d,All,d,821,783.5,4.8
20200301,S08000031,,45 - 64,,All,d,All,d,1103,1013.5,8.8
20200301,S08000031,,65 - 74,,All,d,All,d,690,627.5,10
20200301,S08000031,,75 - 84,,All,d,All,d,622,602.5,3.2
20200301,S08000031,,85 and over,,All,d,All,d,399,329.5,21.1
20200301,S08000031,,All ages,d,All,d,All,d,4111,3762.5,9.3
20200301,S08000031,,All ages,d,Female,,All,d,2136,2010.5,6.2
20200301,S08000031,,All ages,d,Male,,All,d,1942,1722.5,12.7
20200301,S08000032,,Under 5,,All,d,All,d,159,174.5,-8.9
20200301,S08000032,,5 - 14,,All,d,All,d,44,55,-20
20200301,S08000032,,15 - 44,,All,d,All,d,375,339,10.6
20200301,S08000032,,45 - 64,,All,d,All,d,415,451.5,-8.1
20200301,S08000032,,65 - 74,,All,d,All,d,287,277.5,3.4
20200301,S08000032,,75 - 84,,All,d,All,d,246,232,6
20200301,S08000032,,85 and over,,All,d,All,d,143,133,7.5
20200301,S08000032,,All ages,d,All,d,All,d,1669,1662.5,0.4
20200301,S08000032,,All ages,d,Female,,All,d,875,886.5,-1.3
20200301,S08000032,,All ages,d,Male,,All,d,740,729.5,1.4
20200301,S92000003,d,Under 5,,All,d,All,d,1091,1054,3.5
20200301,S92000003,d,5 - 14,,All,d,All,d,677,605,11.9
20200301,S92000003,d,15 - 44,,All,d,All,d,3057,2818,8.5
20200301,S92000003,d,45 - 64,,All,d,All,d,3845,3687,4.3
20200301,S92000003,d,65 - 74,,All,d,All,d,2695,2528.5,6.6
20200301,S92000003,d,75 - 84,,All,d,All,d,2546,2529.5,0.7
20200301,S92000003,d,85 and over,,All,d,All,d,1583,1472.5,7.5
20200301,S92000003,d,All ages,d,All,d,All,d,15494,14694.5,5.4
20200301,S92000003,d,All ages,d,Female,,All,d,7959,7655,4
20200301,S92000003,d,All ages,d,Male,,All,d,7354,6890,6.7
20200301,NA,NA,15 - 44,,All,d,All,d,8,13.5,-40.7
20200301,NA,NA,45 - 64,,All,d,All,d,75,82,-8.5
20200301,NA,NA,65 - 74,,All,d,All,d,78,57,36.8
20200301,NA,NA,75 - 84,,All,d,All,d,43,38.5,11.7
20200301,NA,NA,85 and over,,All,d,All,d,8,4,100
20200301,NA,NA,All ages,d,All,d,All,d,212,195,8.7
20200301,NA,NA,All ages,d,Female,,All,d,98,86,14
20200301,NA,NA,All ages,d,Male,,All,d,114,108.5,5.1
20200308,S08000015,,Under 5,,All,d,All,d,95,123.5,-23.1
20200308,S08000015,,5 - 14,,All,d,All,d,50,51.5,-2.9
20200308,S08000015,,15 - 44,,All,d,All,d,169,221.5,-23.7
20200308,S08000015,,45 - 64,,All,d,All,d,260,284.5,-8.6
20200308,S08000015,,65 - 74,,All,d,All,d,182,201,-9.5
20200308,S08000015,,75 - 84,,All,d,All,d,192,202,-5
20200308,S08000015,,85 and over,,All,d,All,d,93,93.5,-0.5
20200308,S08000015,,All ages,d,All,d,All,d,1041,1177.5,-11.6
20200308,S08000015,,All ages,d,Female,,All,d,532,594.5,-10.5
20200308,S08000015,,All ages,d,Male,,All,d,509,574.5,-11.4
20200308,S08000016,,Under 5,,All,d,All,d,21,22,-4.5
20200308,S08000016,,5 - 14,,All,d,All,d,7,9.5,-26.3
20200308,S08000016,,15 - 44,,All,d,All,d,33,30.5,8.2
20200308,S08000016,,45 - 64,,All,d,All,d,48,52,-7.7
20200308,S08000016,,65 - 74,,All,d,All,d,46,49,-6.1
20200308,S08000016,,75 - 84,,All,d,All,d,59,53.5,10.3
20200308,S08000016,,85 and over,,All,d,All,d,46,45.5,1.1
20200308,S08000016,,All ages,d,All,d,All,d,260,262,-0.8
20200308,S08000016,,All ages,d,Female,,All,d,131,138.5,-5.4
20200308,S08000016,,All ages,d,Male,,All,d,129,121.5,6.2
20200308,S08000017,,Under 5,,All,d,All,d,43,34.5,24.6
